ENSEMBL,Symbol,NPYWT_ZT0_dup1,NPYWT_ZT4_dup1,NPYWT_ZT8_dup1,NPYWT_ZT12_dup1,NPYWT_ZT16_dup1,NPYWT_ZT20_dup1,NPYWT_ZT0_dup2,NPYWT_ZT4_dup2,NPYWT_ZT8_dup2,NPYWT_ZT12_dup2,NPYWT_ZT16_dup2,NPYWT_ZT20_dup2,NPYKO_ZT0_dup1,NPYKO_ZT4_dup1,NPYKO_ZT8_dup1,NPYKO_ZT12_dup1,NPYKO_ZT16_dup1,NPYKO_ZT20_dup1,NPYKO_ZT0_dup2,NPYKO_ZT4_dup2,NPYKO_ZT8_dup2,NPYKO_ZT12_dup2,NPYKO_ZT16_dup2,NPYKO_ZT20_dup2
ENSMUSG00000023266,Frs3,6.280258386,6.765125749,6.821050768,6.655340594,6.252363138,5.998764887,6.641840851,6.690732649,6.77190275,6.484093893,6.705975672,6.725467156,6.297574733,6.05830319,6.646717467,6.183536502,6.585437487,6.529280117,6.339887277,6.685931929,6.748514937,6.267824709,6.241570475,6.677351013
ENSMUSG00000056602,Fry,6.37684089,6.219240487,6.123518391,5.8495456,6.116570442,5.90296431,6.08842353,6.34527395,5.803140679,6.173310166,5.871778253,6.211943636,6.10647852,5.330953794,6.102741051,5.974033553,6.000850941,6.038198201,5.941438971,5.883723458,6.098929178,6.290038782,5.921356279,5.674139046
ENSMUSG00000070733,Fryl,4.157391594,2.979080767,4.214717455,3.911708093,4.032111778,3.898491595,4.077045643,3.966789822,4.855633713,4.166716078,4.430194535,4.546944297,4.593751836,4.342699,3.600132023,3.618910552,3.418706216,3.618800349,4.756823995,4.067338026,4.450321743,3.791971048,3.942789861,3.876497659
ENSMUSG00000027004,Frzb,5.183838852,4.872599698,5.323403321,5.312542803,5.26797975,5.372880942,5.452942438,5.355694901,5.247200905,5.158875225,5.117743312,5.104467707,5.195048805,5.348939456,5.148273865,5.285642012,5.01384003,4.978639619,5.331552363,5.35245343,5.31136501,5.060498643,5.210342819,5.108676507
ENSMUSG00000029581,Fscn1,9.921971643,10.11710473,10.11138116,10.13047203,10.02747373,9.838922245,10.03713963,10.05457641,10.17107569,9.724633866,10.09526878,9.821138854,9.918999068,9.916925477,9.999136043,10.01035219,10.08237591,9.866441791,10.02300347,10.15851028,10.0580125,9.952823657,9.938718652,9.858852484
ENSMUSG00000025380,Fscn2,6.722559781,6.61520175,6.622764717,6.226625796,5.854913382,5.860970891,7.015914943,6.529816084,6.250570893,6.329127244,5.997422736,6.878756026,6.349297765,6.162509864,6.642205196,6.23463911,6.1571231,5.840231261,7.011165387,6.724897898,6.45494973,5.935788609,6.079292376,6.111935403
ENSMUSG00000029707,Fscn3,3.892535255,4.325555725,4.566332148,4.887706615,3.369856532,4.42867021,3.652342885,4.775201097,4.093333241,3.403491183,3.50575326,3.768481251,3.136138997,4.014822853,4.198675917,3.847917392,3.7972273,4.121439843,4.813700497,4.101943227,3.823327582,5.583447095,3.916458453,3.920924098
ENSMUSG00000054752,Fsd1l,4.902850343,5.057920205,4.651554405,4.918837127,3.549048181,4.960366014,5.252641206,5.079473482,3.989622086,4.740828784,4.463610901,4.965343682,5.568032619,4.197483806,4.699694105,3.313363293,2.99661856,5.550041203,4.235882244,3.95219616,5.002041016,4.488072575,5.182535308,4.917292599
ENSMUSG00000038663,Fsd2,7.748618827,7.337199562,7.93829864,7.59699841,7.237759725,7.541325471,7.688085692,7.46817825,7.578782341,7.229265497,7.707971685,7.338333334,7.232839247,8.13026187,7.396446268,7.206366701,7.921268454,7.510835059,7.773724977,7.201863811,7.542072258,8.402044271,7.421140045,7.699189505
ENSMUSG00000027344,Fsip1,2.58550971,2.353062,2.686847762,2.618439612,3.318281739,2.443931312,2.529811406,2.085820694,3.000919236,2.75585545,2.674673117,2.40029744,2.492687123,2.336738786,2.765695227,2.671483656,3.148488417,2.820001169,3.568584603,2.928263443,2.858759919,2.845127517,2.420309888,3.445195046
ENSMUSG00000075249,Fsip2,4.304603631,4.399809587,4.145974622,4.369571272,4.141249435,4.421467504,4.258199885,4.202911975,4.123215207,4.278846459,4.46064881,4.334356248,4.353951244,4.509740224,4.432220071,4.402314731,4.283569078,4.106070687,4.13636734,4.365969693,4.250547655,4.404423574,4.346482107,4.376251324
ENSMUSG00000021765,Fst,6.311617105,3.957653324,4.610684951,6.010604292,6.274049368,5.566780788,6.605063715,6.174365833,6.188446455,5.738561972,3.501199279,6.653040034,6.131280556,6.173533266,5.833280085,5.420363414,6.2732724,5.961294625,5.177852333,5.93598934,6.841997508,4.847867331,6.410328776,5.061476431
ENSMUSG00000022816,Fstl1,5.288071353,5.505445169,5.488524926,5.431636271,5.387208265,5.572224236,5.552602425,5.415338857,5.392407161,5.577360449,5.390475557,5.371231407,5.561230067,5.386065649,5.441282228,5.637924129,5.660045957,5.622010054,5.366044019,5.3616441,5.442036201,4.874128159,5.528379718,5.374415843
ENSMUSG00000020325,Fstl3,6.150870798,6.83147961,5.92712537,5.738561972,5.55532351,6.410328776,6.591414223,6.723562284,6.001253096,6.300982903,5.191042993,5.953555552,6.80215365,5.982361159,7.656820059,5.141046062,7.031276886,7.645155997,6.910556063,6.980295049,7.147343397,5.096777962,7.106051001,6.565626714
ENSMUSG00000036264,Fstl4,3.856022583,4.329399315,4.595131502,4.817474075,4.000812901,4.333641858,3.893070328,4.703825045,4.939610596,4.123657135,3.999466774,4.808275891,4.560151159,4.629084636,4.413055425,4.708632265,4.411224616,4.473768757,4.173628862,4.632786179,4.530246728,4.343306074,4.536569221,4.50215488
ENSMUSG00000034098,Fstl5,7.991324261,7.284779741,7.946108691,8.053441929,6.925291928,7.225496425,7.913555208,7.249046923,7.73205709,7.767406306,7.69733125,7.778147567,7.597048626,7.943042703,8.114175076,7.256629354,7.331685695,7.630128451,8.147948649,7.56509641,7.068712965,7.946530586,7.406803219,7.259075549
ENSMUSG00000001155,Ftcd,2.244025535,1.950664331,2.578402384,2.329574054,2.187234049,2.77420864,2.65898498,2.38414804,2.388182524,1.950664331,2.415223692,1.987597968,2.133223467,2.1677751,2.061485285,2.2963522,2.296352957,2.067341197,2.269098513,2.383398277,2.416504075,1.974013131,2.483726725,2.168992855
ENSMUSG00000050708,Ftl1,7.765695568,7.535474095,7.541831294,6.656364747,7.69613772,7.240716865,7.131230894,7.111182074,6.923166806,6.699119376,7.696143092,7.019757471,7.861385203,6.966187448,7.135859315,6.790937172,7.529793148,6.89587303,7.643853452,7.266087633,6.295267048,7.666954682,7.521908222,7.962708914
ENSMUSG00000055932,Fto,9.082536439,9.070895809,8.718295961,8.977130829,9.111429217,9.388415387,9.117249,8.930391529,8.691196892,8.917406904,9.25707959,9.376846403,8.939782771,8.376536031,8.898383814,8.76120276,9.181946494,9.037898156,9.016850616,8.667812123,9.138163919,9.000045567,9.288114051,9.412599094
ENSMUSG00000031171,Ftsj1,2.795905367,2.544627966,3.716605478,2.634243732,3.395263837,2.989545178,3.61597637,3.204413779,2.601003634,3.110472232,2.935352803,2.948323293,3.279987707,4.07175199,2.614920545,3.128104104,4.099601806,2.530265132,2.832186225,3.390274439,2.92713721,2.794676784,3.006171892,3.602822243
ENSMUSG00000020706,Ftsj3,8.508567651,8.450375633,8.725064154,8.868895914,8.971817226,8.644339985,8.676643303,8.676975992,8.985701531,8.978874968,8.586757658,8.403751789,8.483981605,8.507620072,8.946278453,8.735818845,8.741385401,8.503961438,8.763676965,8.820271557,8.950499638,8.682341039,8.844261803,8.571393797
ENSMUSG00000028034,Fubp1,5.014327193,5.418959201,5.011251986,4.851992419,4.803369632,5.447122739,5.157522245,4.873943787,4.900611663,4.489138454,5.022105925,4.82827891,5.396658699,5.318059494,4.610349971,4.95876405,5.167884117,4.514147196,4.962632742,4.442080179,4.798970733,5.046641752,4.68887921,4.816543217
ENSMUSG00000026843,Fubp3,5.550959271,5.629654332,5.080275626,5.502049037,5.580481394,5.473753295,5.619295535,5.185225521,5.111445993,5.637098911,5.786030297,4.817454983,5.40775504,4.791926302,5.055435728,4.934719934,5.644278718,5.129781458,5.540739632,5.424189195,4.660698653,6.248670628,4.281845889,5.4384183
ENSMUSG00000028673,Fuca1,4.641867014,4.033747686,4.499426474,4.809571682,4.359090751,4.267605769,4.378447221,4.671971183,4.390768949,5.267947163,4.262862952,4.074020068,4.421847268,4.373366329,4.686691695,4.963868988,4.833140867,4.278921086,3.895667613,4.234575111,4.836339182,5.550116735,4.370847122,4.870430497
ENSMUSG00000019810,Fuca2,5.811819391,5.961497502,6.626914542,6.643634043,6.294561598,5.955797342,6.526450011,5.97343526,5.600406997,5.468902217,5.792154708,5.59586158,6.820510654,5.97198333,6.213548154,5.600536908,6.185512871,5.912932193,5.871826375,5.899254443,5.861574639,5.437578763,5.479880615,6.097902667
ENSMUSG00000025040,Fundc1,4.134972049,3.761174789,3.811624856,3.786045369,3.319229872,3.345508211,4.49576765,3.868015055,3.512787922,3.861154784,3.251877068,3.803901368,3.616514484,3.562862133,3.755150744,3.87858447,3.639692284,4.000981351,3.842410109,3.631874144,3.6328705,3.07756944,3.5924421,3.205643293
ENSMUSG00000030530,Furin,8.630447637,8.772609175,8.959023363,8.474746107,8.679296817,8.422476604,8.983475641,8.861007142,8.963692678,8.943923583,8.705515831,8.619422896,8.738130369,8.791981594,8.756568234,8.615745725,8.347667852,8.64820394,8.914441809,8.73818546,8.708087108,8.57996282,8.535075774,8.566248113
ENSMUSG00000046152,Fut10,3.819187609,3.665764311,3.420277366,3.544926335,3.937914903,3.862301333,3.476813254,3.782657334,4.121382351,4.047750601,3.967210548,3.757138776,3.94951166,3.364012584,3.528900179,3.751184524,3.474118587,3.806681886,3.400524725,4.261522537,3.80845196,3.541055631,3.594819486,3.506272248
ENSMUSG00000039357,Fut11,3.667267984,4.397484727,3.740522329,4.369551903,3.157235381,4.099678605,4.281442592,3.972035893,3.825289943,4.334156499,3.608245283,3.618662639,3.719784925,3.888224583,3.992051714,3.581006792,4.270073461,4.455714065,4.637196014,4.298478571,4.068067163,4.881431908,3.810372857,4.738366216
ENSMUSG00000055978,Fut2,8.023829776,7.214046482,7.032654894,6.41526752,6.547104384,6.910556063,7.981644943,7.28012371,6.354121957,6.41526752,7.35840452,6.667304684,6.544530815,6.786447459,6.790797308,6.955323724,6.772769029,7.238534729,7.550851471,7.39992819,7.157063314,6.580777721,7.598464011,7.38921062
ENSMUSG00000117146,Fut4-ps1,3.590754433,4.369861101,4.113029367,5.041774074,3.562815046,4.531279862,4.231730634,3.630197637,4.345268345,4.322547691,5.368836725,4.346424129,3.820319541,4.893691161,3.915426646,4.040245295,4.503052334,5.032450276,4.089018462,3.421956928,3.801110301,4.379499727,3.727266355,5.184491556
ENSMUSG00000036587,Fut7,4.39045133,4.700009403,4.294315297,4.551729984,4.295516798,4.633811887,4.549329716,4.602847145,4.263299034,4.364319652,4.740337576,4.331265065,4.698869571,4.482278067,4.35145152,4.297338137,4.39969421,4.6110823,4.296197033,4.673547148,4.605520374,5.191978385,4.439611319,4.328426471
ENSMUSG00000021065,Fut8,6.672028396,6.190917067,5.264267894,5.445400119,5.714723485,5.815244495,5.250149097,4.667518018,5.360410594,5.904229195,5.141046062,6.107939334,4.880031168,5.911238191,6.605063715,6.311617105,5.534726324,4.276106981,5.383607696,4.020550218,5.513939382,5.857313259,4.934359175,5.410690949
ENSMUSG00000055373,Fut9,2.70935156,2.391184121,2.569697407,2.527336838,2.545825468,2.351717238,2.328222095,2.73853126,2.687799753,2.24177795,2.695533639,2.575422925,2.389621324,2.517766325,2.612573253,2.427099403,2.413378603,2.364612669,2.549964457,2.684183815,2.640445089,2.526689925,2.619645733,2.623327248
ENSMUSG00000011658,Fuz,10.10603789,10.12539132,9.962058433,10.04089199,10.13723513,10.34317023,9.965195904,9.918382801,9.944817665,10.12032852,10.0578381,10.03822174,10.34738924,9.645269017,10.19895653,9.989030232,10.25074944,10.23502482,10.29425059,10.32395042,10.18577355,10.33231461,10.18866584,10.08295117
ENSMUSG00000018765,Fxr2,2.620478375,2.444729295,2.582285054,2.549042948,2.402579818,2.457458827,2.439072741,2.581448015,2.670257308,2.44985079,2.653935833,2.593604764,2.598845625,2.635090438,2.475263213,2.463663232,2.506314308,2.452330383,2.561992992,2.514406062,2.532290918,2.65670122,2.609930952,2.434865411
ENSMUSG00000057092,Fxyd3,7.855634202,8.086259518,7.96095662,7.936306312,8.13619733,7.615098642,7.902335503,7.765370499,7.941701642,7.884939675,8.097951873,7.90990173,7.933375539,7.889834536,8.164899195,7.778559953,7.903497877,7.764384873,7.989406742,8.095125233,8.378407039,7.854781658,8.123330148,7.961697409
ENSMUSG00000004988,Fxyd4,3.765771389,3.3941552,3.306894015,3.400468153,3.465607501,3.382009813,3.360614958,3.196717089,3.316146948,3.137341579,4.190080246,3.70803175,3.75009869,3.547707528,3.601047396,3.613915503,3.861928648,3.284578543,3.407833264,3.581107222,3.632729703,3.022375465,3.632729703,3.665154452
ENSMUSG00000009687,Fxyd5,4.676560499,5.174531812,6.263916076,5.379282747,4.617600623,4.562309316,6.170198184,4.179491981,5.816311676,5.588099665,5.385043892,3.578879439,5.181162968,3.676714249,5.487394724,5.322127693,5.664690434,6.010604292,4.66316035,3.688815721,4.391669328,4.754586219,4.323108806,4.244855313
ENSMUSG00000022148,Fyb,2.724076949,2.719357078,2.322808284,2.781920401,2.465241206,2.537039238,2.724181441,2.430142325,2.617500972,2.308690721,2.565153732,2.403146318,2.327441246,2.667347235,2.407235509,2.694539649,2.37638049,2.522915496,2.573539087,2.740381899,2.423777121,2.839285305,2.509906669,2.544465528
ENSMUSG00000019843,Fyn,5.570906817,5.593959732,5.39961672,5.152032969,5.671790217,5.439815934,5.697268801,6.322560726,5.73144955,5.712666647,5.541009933,5.595721803,5.288970468,5.497636784,5.731943064,5.314676062,5.565812624,5.60158391,5.508850772,5.418422474,5.776454951,5.285745645,5.827844568,5.462599509
ENSMUSG00000022800,Fyttd1,5.08149988,4.675461192,4.972558461,4.908876317,4.085620481,4.753195243,4.826835546,4.411640312,4.857553907,5.141400441,4.596846544,5.18623386,5.080974171,4.769448831,4.76925538,4.954802214,4.457243113,4.816373139,4.218733452,4.516367861,4.479603136,4.995385713,4.761355366,4.759015274
ENSMUSG00000007989,Fzd3,2.50560775,2.415817328,2.66431059,2.50073245,2.743477301,2.707178737,2.98232949,2.658838582,2.748690771,2.900800039,2.539586173,2.742161758,2.695350716,2.682907412,2.796537132,2.632837537,2.777381517,2.836039238,2.580297836,2.591434962,2.633180636,2.807875583,2.851784923,2.58507211
ENSMUSG00000049551,Fzd9,4.457216874,5.904229195,6.064589867,4.626651405,4.895254408,5.126108855,4.331076593,5.661131101,5.065010964,5.184465278,3.597604864,4.949877596,3.501199279,6.326674122,4.903240469,5.0202984,5.053071122,4.730680039,4.341295726,4.459468453,5.208936292,6.497403824,5.47528566,5.410690949
ENSMUSG00000020235,Fzr1,2.711089709,3.798276114,4.581035145,4.167039122,4.54032543,3.846871179,4.434581866,3.895179007,5.534049557,4.463979657,5.030897529,4.897271275,4.510051737,4.165819941,4.68561442,4.172237888,4.60906102,4.212588203,4.431512153,4.481979422,4.678805572,3.298314003,3.973597203,5.268652656
ENSMUSG00000035293,G2e3,10.09898208,9.856576388,10.06809676,10.13471116,9.702520944,10.0792529,10.23548208,10.01676921,10.22406835,10.31879352,9.691040212,10.37346907,10.10930432,9.043178445,10.0732672,9.666987803,9.861108013,10.1241389,10.01676921,10.34475022,10.10297773,10.46999476,10.0658271,10.18153155
ENSMUSG00000018583,G3bp1,5.526564895,5.439825574,5.675544635,6.174390692,6.287466481,5.841693516,6.030722804,5.175495639,5.505428188,5.868927074,6.376425377,5.388038159,5.49047029,6.001831665,5.837049899,6.543408958,5.432505485,6.147514475,5.816964821,6.218327228,5.792942561,5.707560389,6.237057402,5.841215121
ENSMUSG00000072844,G530011O06Rik,4.07347998,3.061311204,3.010847164,3.454083125,4.676560499,5.310073629,4.951740334,4.856089424,3.6704849,2.314054816,2.966740173,3.773793633,2.81675585,3.676714249,3.70803175,4.306741041,3.679674768,4.951740334,6.760623789,4.242146595,4.331076593,5.176192862,3.216010057,3.762101122
ENSMUSG00000118267,G630055G22Rik,8.71305352,8.953875804,8.202574232,9.523857016,9.132852562,9.768384393,8.727470215,9.579843558,9.095350464,10.02747698,9.269904499,8.766684725,9.396766149,9.123993471,9.062118155,9.997747897,9.290161075,9.449825816,8.992500793,9.485882921,9.675625152,10.19638502,9.240476451,9.584218048
ENSMUSG00000114959,G630093K05Rik,3.740200915,3.614024477,3.391710689,3.42803677,3.674842656,3.767296107,3.600505217,3.311193794,3.819830874,3.949547648,3.563987345,3.702122821,3.705579567,4.227951599,3.904397144,3.726614069,4.010217668,3.475080946,3.80959153,3.710886628,3.863278807,3.917665011,3.660902748,3.752591723
ENSMUSG00000078650,G6pc,5.014755877,6.146478407,5.369776777,4.003779965,5.732151002,5.631336494,6.030777643,5.924375609,5.903859392,5.004492549,6.218461859,6.401098268,5.380493089,5.682312906,6.076296098,4.477915259,5.896535581,5.784766498,6.004011251,6.122728813,6.375012609,4.886539022,5.389089006,6.200161154
ENSMUSG00000005232,G6pc2,3.774497639,3.809832326,3.72166188,3.423369669,4.318496916,3.924552601,3.649389398,3.951018867,3.65671111,3.828232181,4.000887546,3.915755264,3.622402245,3.429064157,3.783935727,3.603749912,4.107879445,3.752119243,3.298762313,4.554929164,3.46602249,3.779849404,3.805600519,3.587082789
ENSMUSG00000034793,G6pc3,5.536869518,5.767703619,5.738507482,5.706835443,5.319576458,4.85027174,5.542761641,5.325291192,5.916976163,5.994976932,5.535426757,5.205061377,5.352550222,5.589236131,5.550413013,5.853612511,5.597717851,5.621096464,5.794798318,5.786843375,5.783062089,5.980538541,5.2939913,5.658737879
ENSMUSG00000031400,G6pdx,2.445054618,2.798323355,2.582667124,2.474629732,2.906565611,2.084357884,2.854748973,2.293170724,2.959167516,2.248854868,2.453009243,2.160955516,2.240572966,2.346834206,2.319384783,2.391754976,2.734424015,3.039857976,2.512074463,2.516040355,2.388564065,2.604561175,2.235917326,2.24646417
ENSMUSG00000097694,G730013B05Rik,9.312419451,9.38500326,9.387403461,9.039179661,9.103032444,9.331806683,9.458189484,9.407828623,9.463332099,9.194201194,8.897643723,9.066458634,9.627431883,9.291570605,9.238963886,9.165776686,9.172622298,9.307217773,9.592258248,9.319055062,9.335985827,9.137125387,9.312601733,9.026757717
ENSMUSG00000025579,Gaa,5.734287964,5.231480545,5.412959592,5.319735568,5.286567969,5.476429451,5.35708558,5.175110809,5.154593771,5.297603247,5.174452075,5.628492572,5.378339731,5.001561741,5.413209409,4.944097456,4.903083993,5.482986478,5.315618553,5.374895226,5.231280395,5.083625492,5.053935722,5.417220185
ENSMUSG00000032750,Gab3,3.111328543,3.181173001,3.019856848,2.759636625,2.62807121,2.703203706,3.339781439,3.077138199,3.381700986,3.128302925,2.843005473,3.17562579,3.096696401,3.373365118,3.029443563,3.274681274,3.279074964,3.097644399,3.172059299,3.233440361,3.320127028,3.538253395,3.24586572,3.268319412
ENSMUSG00000018567,Gabarap,7.0519675,6.793407095,6.502316494,7.024155705,7.175701528,7.441131323,7.441410165,7.27598201,7.097741588,6.595381548,6.997863248,5.391761854,6.686939421,5.405914886,6.725407287,7.374573609,5.855584544,6.818893886,7.506706076,7.803755449,7.36367377,6.980894092,6.530536024,5.989126005
ENSMUSG00000031950,Gabarapl2,7.535705187,6.396124199,7.400639872,6.9817226,7.143522053,7.114317803,7.234149424,6.959676731,7.184597083,7.207553926,7.890093633,6.667304684,7.669867285,6.75951459,6.957260015,7.271200978,7.0109134,6.927445415,7.507572189,7.892372442,7.479890228,7.655926164,7.134566024,7.515478603
ENSMUSG00000024462,Gabbr1,5.654538695,5.622494856,5.590592268,5.906084892,5.644328996,5.58663328,5.757371108,5.710446576,5.408688952,5.775432013,5.707090274,5.308586511,5.373909577,5.776860627,5.848752398,5.685519136,5.51676365,5.349455371,5.40695058,5.571936475,5.520989409,5.799769462,5.571029885,5.601114799
ENSMUSG00000039809,Gabbr2,7.104348651,6.941104375,6.783153198,7.224792661,7.194311034,6.858776332,7.085905936,6.787217897,6.860480105,7.08418078,7.032781898,6.92877886,6.964158224,6.879770972,6.986011322,6.951890119,6.914868114,7.016411907,6.909379232,7.057064415,6.854327346,6.835540704,6.974633701,7.118533418
ENSMUSG00000008976,Gabpa,2.670088524,2.97175136,3.19911637,3.012067734,3.446983019,3.025608019,3.202443485,3.028908463,3.349614759,2.939427187,2.446752445,3.479653569,3.597604773,3.383859278,3.184676305,2.262389777,2.894085092,3.105407632,2.398644182,2.994463144,2.286379111,3.358149295,2.926510675,2.78399118
ENSMUSG00000027361,Gabpb1,8.271482278,8.326673668,8.020406883,8.690347549,8.063794071,7.833968441,7.931053431,8.498178214,7.988914754,8.203035835,8.250391574,8.5138822,7.373071547,8.036344877,7.788989271,8.205247927,8.205228241,7.778648078,7.818401114,8.207749301,8.089061724,8.332436792,8.187398575,8.213876029
ENSMUSG00000038766,Gabpb2,8.276530132,8.475955725,8.061786888,8.159055727,8.320677357,7.801679512,7.911964557,8.292448572,8.242964915,8.106379464,8.186554181,7.857238874,7.991255774,8.363769291,8.305607308,8.11574763,8.102913985,8.009764862,8.153903904,8.240166939,8.067055672,8.426108993,7.976572349,8.028552695
ENSMUSG00000010803,Gabra1,6.432171312,6.569642354,6.869585474,6.990837271,7.349644132,6.78106284,6.484340825,6.862644287,6.749951814,7.096513243,6.762081494,6.664514226,7.155282759,7.413748293,6.750320758,7.121080171,6.990191739,6.891872809,7.011906989,6.686104844,6.511679141,7.080467838,6.744373434,6.550548171
ENSMUSG00000031343,Gabra3,6.683145172,6.627381362,5.741668871,5.251088651,6.284743792,6.121249247,6.39450611,6.36958498,6.27329109,6.358481419,6.608164088,5.768199941,6.169450791,6.326568048,6.160898893,6.241939256,5.865128056,6.444525303,6.601591366,6.52038719,5.5809198,5.774403196,6.092165587,5.931281628
ENSMUSG00000007653,Gabrb2,9.663405898,9.643233413,9.624113341,9.588695803,9.700671878,9.655984147,9.51408767,9.380010619,9.605335638,9.585783647,9.650015843,9.670799577,9.607875937,9.465097689,9.483883905,9.408166165,9.600389803,9.542361479,9.723110071,9.777174795,9.432406308,9.705181215,9.641110406,9.743592626
ENSMUSG00000029054,Gabrd,2.98126824,3.186337665,3.033817133,3.089014809,2.8424768,3.033678836,3.227473091,3.023633927,3.503826366,3.331061052,3.138948238,3.026564313,3.272110636,3.178180966,3.498371368,3.254328554,3.040190012,3.693937331,2.808448474,2.822348395,3.058342532,3.747043849,3.058343932,2.93375174
ENSMUSG00000031340,Gabre,12.79559309,12.67369093,12.74843108,12.62564874,12.59833365,12.64549165,12.68447618,12.69505346,12.55946349,12.59298145,12.54908788,12.72422425,12.62689802,12.69674175,12.63600736,12.61692191,12.65199398,12.70728884,12.66112926,12.67443155,12.67020505,12.67133838,12.6884527,12.75821023
ENSMUSG00000020436,Gabrg2,7.541715466,7.523547406,7.557283583,7.220810648,7.47574359,7.214498431,7.551906637,7.499062523,7.082185857,7.339174726,7.064584694,7.081086285,7.246957273,6.796531456,7.70830932,7.272142042,7.182899824,6.996049009,7.329562143,7.582010006,7.498470456,7.194719862,6.977907889,7.015146202
ENSMUSG00000055026,Gabrg3,10.98319606,11.20085505,11.45169818,11.57809741,11.36466756,11.1102403,10.90000665,11.16220329,11.29376506,11.304314,11.39874301,10.89517235,11.35719932,11.1372834,11.36234355,11.39137425,11.40172363,10.93157528,11.09483775,11.29273228,11.23915221,11.47292076,11.3347246,11.31834278
ENSMUSG00000020159,Gabrp,8.111206661,8.703806489,8.80121344,8.610921257,8.633801498,8.271721068,8.198921061,8.603367722,9.071387113,8.385202101,8.304793655,7.981407103,8.451782331,8.024060725,8.803771452,8.90467558,8.414390421,8.551119681,8.05014943,8.471053053,8.552721372,8.830822377,8.78440672,7.842173936
ENSMUSG00000028280,Gabrr1,4.893907552,3.261128116,3.313953082,3.048256613,3.163945277,3.709670004,3.344779114,3.885772414,3.63309587,3.629688027,3.580148679,4.128500901,3.628343204,3.97955955,4.038429109,3.709836886,4.522326801,3.900615858,3.24912023,4.383943021,3.306213153,4.083630987,3.384870238,3.200683697
ENSMUSG00000023267,Gabrr2,4.467939854,4.614493525,4.709226792,4.494395242,4.522709725,4.354913997,4.698917109,4.547283507,4.528516475,4.645379076,4.869847801,4.412290566,4.687143388,4.745043258,4.622473396,4.76448399,4.706566082,4.565115353,4.565764043,4.58244408,4.571114914,4.733085611,4.444902577,4.810003211
ENSMUSG00000074991,Gabrr3,4.606762822,5.660043316,5.069874526,4.564502826,5.714723485,5.683526453,4.918298948,5.637866582,4.871715305,4.66316035,4.547982763,5.30097035,5.053071122,4.196394889,4.81663048,5.939262618,4.668367679,4.256706636,5.091515393,4.521704268,5.699884256,4.748641776,3.843000969,5.56910231
ENSMUSG00000070880,Gad1,3.957675327,4.084372798,3.953370195,4.358696074,3.982468026,4.103523111,4.168410298,4.088926864,4.211626686,4.476093623,4.235915007,3.820154669,3.952360129,4.1285776,3.945242755,4.143123738,4.137402424,4.175139438,3.900498983,3.89237787,4.279170938,3.689378398,3.89557029,4.401492234
ENSMUSG00000026787,Gad2,3.781952507,4.326562705,4.216764841,3.914624139,3.73609249,4.373152251,3.913578265,4.117854319,4.025265716,3.978560831,4.229881842,3.394995629,3.710174851,4.533877512,4.089844421,3.804427036,4.064787258,3.966920375,4.260497195,4.222519351,3.955800107,3.81031466,3.578134056,4.184987439
ENSMUSG00000033751,Gadd45gip1,6.277927944,5.60054098,3.382504958,4.795024689,4.843744593,5.275143123,4.064506437,5.712432516,3.977748849,3.357472855,5.800220503,5.187763578,4.333911588,3.139655753,3.174818459,6.294105049,5.806678535,3.735758456,5.418959201,4.775769555,4.391669328,3.957653324,5.764196962,6.12008967
ENSMUSG00000062234,Gak,3.191422065,3.472733963,4.130382607,3.94780088,3.513838797,4.168227163,3.352154714,3.340453832,4.049681079,3.28509418,2.63629439,2.929715458,3.202694548,3.57439024,3.646090655,2.977556638,3.028929029,2.794861116,3.876543384,3.446611858,3.695294501,2.365644789,4.173938008,3.908381759
ENSMUSG00000021003,Galc,8.367530158,8.566441777,7.917900105,8.287990707,8.423670055,8.03751956,8.558179244,8.269869268,8.380641,8.413410355,7.740427447,8.814336081,7.974888136,8.139233088,7.93894501,8.329900016,8.050845051,7.627848299,8.392848173,7.907479089,8.625296678,7.678527869,7.988353462,8.648449311
ENSMUSG00000028671,Gale,8.73947496,8.652146836,8.633271739,8.008037908,8.894732713,8.14217654,8.72980858,8.733838229,8.789442155,8.008271398,8.901662202,8.375279597,8.684358027,8.360541059,8.725128565,8.394521027,8.68654817,8.402359528,8.622559259,8.536300088,8.643754979,8.362186129,8.552241051,8.702941246
ENSMUSG00000027207,Galk2,10.64298537,10.92631623,10.44277391,10.20399271,9.992608571,10.47578383,10.8520031,10.93170136,10.66175664,10.45508522,10.09271974,10.68123649,10.68474123,10.644606,11.05836879,9.802817166,9.888298891,10.1239641,10.57694286,10.35759385,10.70700271,9.324235372,9.993699603,10.42727897
ENSMUSG00000035473,Galm,5.75132255,6.275548557,6.673944794,6.403124267,6.127421895,5.949759938,6.120461019,6.643565537,6.039951477,6.11909853,5.816666169,6.759314698,6.138679494,6.328969402,6.438386588,6.130285432,6.048213814,6.155134224,5.792580821,5.738528124,6.07736854,6.488148296,6.052495366,6.350439678
ENSMUSG00000000420,Galnt1,3.319842604,2.772682491,3.046438179,3.788152518,3.902513047,2.558146798,2.435651489,3.122884117,2.952044238,4.333909465,3.253405774,3.661489253,3.693125305,3.28998552,3.148031822,3.068466108,2.895018337,3.247504122,3.214871731,3.351252311,2.90793229,3.049489892,3.135878518,3.883103818
